Country;Year;CRP_RL.EST;CRP_GE.EST;CRP_PV.EST;CRP_RQ.EST;CRP_VA.EST;GDE_SL.GDP.PCAP.EM.KD;CRP_CC.EST
MEX;2018;0,187346567;0,257791445;0,411648377;0,407240476;0,269702563;0,290719675;0,135737554
MEX;2017;0,204717408;0,329258948;0,37970116;0,436859159;0,235754886;0,290835569;0,134842269
MEX;2016;0,206556682;0,358530368;0,421386157;0,441988013;0,244468448;0,289651552;0,163158059
MEX;2015;0,245568214;0,386790429;0,380739522;0,465421668;0,241108292;0,287549512;0,152419693
MEX;2014;0,260509035;0,392005222;0,368129517;0,490613832;0,273519874;0,28479711;0,165221766
MEX;2013;0,216142821;0,444827612;0,401915455;0,508411341;0,319800076;0,278424042;0,235051583
MEX;2012;0,220483596;0,44279692;0,414436198;0,508589568;0,321664396;0,279431264;0,264802252
MEX;2011;0,215913553;0,429019373;0,413150881;0,437551749;0,325496009;0,278837672;0,267524437
MEX;2010;0,215247474;0,380017741;0,398955238;0,429052735;0,349826424;0,274137627;0,277253747
MEX;2009;0,211879981;0,394220051;0,408589686;0,435522585;0,359047819;0,262381355;0,297771443
MEX;2008;0,172599631;0,400241531;0,38019964;0,476407567;0,331164582;0,282596928;0,313373607
MEX;2007;0,21807481;0,39261667;0,398135793;0,49327809;0,325584723;0,282757753;0,304584745
MEX;2006;0,239945556;0,365628316;0,420619402;0,486748382;0,337822972;0,281722598;0,309126115
MEX;2005;0,267773176;0,359644524;0,466830059;0,430460234;0,358205254;0,277561423;0,30382781
MEX;2004;0,259408136;0,373593226;0,522877164;0,506014495;0,410353431;0,283018821;0,291271801
MEX;2003;0,26935378;0,391174968;0,54638653;0,483321037;0,421963868;0,278310176;0,332354933
MEX;2002;0,278269849;0,418360618;0,560551937;0,514567208;0,421581135;0,281351382;0,329856503
MEX;2000;0,254250366;0,436510736;0,526232318;0,448498973;0,384066673;0,290965394;0,37899351
MEX;1998;0,221430634;0,470486083;0,472334342;0,427195167;0,300267979;0,278415485;0,29110825
MEX;1996;0,160990029;0,420540111;0,350827121;0,421588791;0,255256119;0,26632601;0,25704401
NLD;2021;0,914641083;0,892145581;0,790612247;0,908823642;0,911612188;0,781020419;0,956943115
NLD;2020;0,917541835;0,916846696;0,775602709;0,911572615;0,92430407;0,750401374;0,955725403
NLD;2019;0,925931536;0,904771934;0,773270568;0,942161479;0,908687868;0,783704749;0,918897427
NLD;2018;0,928911593;0,918101646;0,777352153;0,992014578;0,915494707;0,785498788;0,924778451
NLD;2017;0,933039824;0,919320881;0,794046193;1;0,914073237;0,785159899;0,884806519
NLD;2016;0,960535794;0,9215755;0,791581904;0,977223661;0,933070139;0,777208437;0,916288971
NLD;2015;0,979428816;0,924162256;0,795356535;0,923528887;0,941991721;0,769510155;0,909394457
NLD;2014;1;0,926423726;0,827420505;0,916080765;0,936058992;0,764008716;0,944727772
NLD;2013;0,953958754;0,91796504;0,851291609;0,915411579;0,944479726;0,748291999;0,960323579
NLD;2012;0,962454577;0,927415459;0,861848416;0,910739963;0,961016805;0,740444372;0,980844565
NLD;2011;0,949991875;0,921645918;0,843991305;0,928724037;0,931663526;0,752239043;0,978290472
NLD;2010;0,949730437;0,905733418;0,802179248;0,905761793;0,89462644;0,740753309;0,980699246
NLD;2009;0,9482663;0,894927383;0,803211757;0,896054591;0,900544771;0,72222013;0,990180603
NLD;2008;0,930433441;0,879614393;0,783508486;0,919716119;0,908552624;0,754519804;0,984232786
NLD;2007;0,936724447;0,890483434;0,762930688;0,927390652;0,925832755;0,755755566;1
NLD;2006;0,936684331;0,910317005;0,792985386;0,891674713;0,932851267;0,748358081;0,966925532
NLD;2005;0,931363662;0,958306827;0,813631269;0,883036618;0,98689968;0,732779489;0,944770201
NLD;2004;0,926826272;1;0,820436654;0,91684957;1;0,690974783;0,94884849
NLD;2003;0,917955922;0,963665875;0,855642637;0,902453552;0,927272451;0,672457762;0,954517469
NLD;2002;0,917268062;0,956959072;0,88971379;0,933080175;0,902697397;0,665610806;0,974665643
NLD;2000;0,928849104;0,972639427;1;0,995511687;0,934624453;0,674670881;0,994031234
NLD;1998;0,928226845;0,979182558;0,960365345;0,946278235;0,94240746;0,651270062;0,980570301
NLD;1996;0,913538582;0,959939324;0,943755306;0,939703414;0,940270917;0,634104045;0,978429427
PAN;2021;0,303287126;0,388792797;0,64893262;0,435489713;0,50558941;0,489689154;0,235130673
PAN;2020;0,298094851;0,401525554;0,631601443;0,479481684;0,519563611;0,453199363;0,237133206
PAN;2019;0,327105533;0,381162192;0,645004425;0,497147542;0,529966371;0,498657671;0,2205821
PAN;2018;0,337325257;0,353763642;0,635610574;0,498420341;0,512433237;0,494783574;0,229906868
PAN;2017;0,389044501;0,358586732;0,666639599;0,510562112;0,495868564;0,499248682;0,229008102
PAN;2016;0,397303604;0,398013164;0,671572113;0,523614745;0,497801476;0,472201875;0,24003593
PAN;2015;0,342808737;0,437214001;0,66593385;0,517230364;0,512583007;0,456800136;0,27867821
PAN;2014;0,366646554;0,437155478;0,625203773;0,526243629;0,489936372;0,437653902;0,29673678
PAN;2013;0,308040014;0,449736476;0,540489418;0,517335484;0,455084702;0,418053607;0,293611396
PAN;2012;0,317770753;0,450232511;0,531257387;0,523678755;0,474419433;0,400929803;0,289663261
PAN;2011;0,394819186;0,39081363;0,567829211;0,543640675;0,50235248;0,38042213;0,301004566
PAN;2010;0,361828864;0,390998468;0,54658724;0,524803787;0,503448909;0,338939493;0,299942192
PAN;2009;0,356554152;0,382142367;0,589716701;0,501970773;0,526603489;0,317693434;0,308575931
PAN;2008;0,323396134;0,386887148;0,551005463;0,59540117;0,530641367;0,324150727;0,371367346
PAN;2007;0,332681075;0,390642142;0,559816731;0,501716938;0,539452849;0,30452331;0,305021789
PAN;2006;0,338536868;0,370568574;0,558230918;0,47658555;0,530997117;0,269579994;0,298432001
PAN;2005;0,355296211;0,371563676;0,536556441;0,430119602;0,463336176;0,243845221;0,290926029
PAN;2004;0,353316172;0,322390678;0,595003373;0,460281152;0,494400915;0,229667299;0,315886796
PAN;2003;0,343119477;0,314413607;0,592365019;0,484041224;0,481019219;0,216478232;0,28953933
PAN;2002;0,359329454;0,340947098;0,658318513;0,539428925;0,538664256;0,211827173;0,306316114
PAN;2000;0,328467589;0,421653883;0,635413836;0,565056114;0,543719938;0,22354817;0,310682472
PAN;1998;0,346270694;0,462774735;0,664279333;0,630528193;0,492452662;0,224188894;0,360639933
PAN;1996;0,334892986;0,419991108;0,604599439;0,577341289;0,329327303;0,195340703;0,343611323
PER;2021;0,221648994;0,257304095;0,488726503;0,400997443;0,348698315;0,111799578;0,217893527
PER;2020;0,26692139;0,257437547;0,488133124;0,524509031;0,379304799;0,103079415;0,253778004
PER;2019;0,22512224;0,310272169;0,535072246;0,538433168;0,38700885;0,099041943;0,257939892
PER;2018;0,210618461;0,248120786;0,507671854;0,516057988;0,365693056;0,1002194;0,233331932
PER;2017;0,224090172;0,285509312;0,510922814;0,488196715;0,390919985;0,098275396;0,243281053
PER;2016;0,232733162;0,269413972;0,524363994;0,523921615;0,388581851;0,10132004;0,280090192
PER;2015;0,231684315;0,234491058;0,478175671;0,514814358;0,370760577;0,09503087;0,231751767
PER;2014;0,224510463;0,247328291;0,441474932;0,525413516;0,355836302;0,089133534;0,232807868
PER;2013;0,208380862;0,302460092;0,379781859;0,504818462;0,309689567;0,086300307;0,271444968
PER;2012;0,205944684;0,290920721;0,355203348;0,514014913;0,322314346;0,07693768;0,287174609
PER;2011;0,206300319;0,284882675;0,390662933;0,504373274;0,329585104;0,069359563;0,331692979
PER;2010;0,210876121;0,274606971;0,332819496;0,500732346;0,320970343;0,060844718;0,328934683
PER;2009;0,19280203;0,196163481;0,289253526;0,492797285;0,309135121;0,052690482;0,307064364
PER;2008;0,15984369;0,214420541;0,358759352;0,478953155;0,338534058;0,053723099;0,342007266
PER;2007;0,153228163;0,152720006;0,387244023;0,453949109;0,319784954;0,043456874;0,323743603
PER;2006;0,16782336;0,111917861;0,371120051;0,404345792;0,312751704;0,038201234;0,337923135
PER;2005;0,169024928;0,131218223;0,338672379;0,383812608;0,267459405;0,03694808;0,297379116
PER;2004;0,217301144;0,145707964;0,326172294;0,443608773;0,215761709;0,032937793;0,279967977
PER;2003;0,203866956;0,166007751;0,293593944;0,416288298;0,307061572;0,030300436;0,356472034
PER;2002;0,213417071;0,226856762;0,340076495;0,369612433;0,368857296;0,030410505;0,314331574
PER;2000;0,163662162;0,29214457;0,335815104;0,482140025;0,114817778;0,035941602;0,287181131
PER;1998;0,157264013;0,372423941;0,448686407;0,554810745;0;0,034944935;0,279084683
PER;1996;0,170287504;0,360490613;0,317880364;0,531638017;0,046602904;0,038768172;0,28861611
PRY;2021;0,208095347;0,143944307;0,574412329;0,314340358;0,275165414;0,144112833;0,114245259
PRY;2020;0,253653397;0,172326899;0,57868942;0,339333135;0,293389157;0,14504512;0,16096922
PRY;2019;0,210246102;0,168669082;0,570286322;0,340074695;0,296073412;0,140984337;0,151106051
PRY;2018;0,199496788;0,159838182;0,553660701;0,354531854;0,287056908;0,146588483;0,157445425
PRY;2017;0,178755214;0,085457189;0,573963336;0,306470688;0,254661848;0,144755903;0,190857816
PRY;2016;0,172217382;0,091707903;0,607176528;0,311980602;0,246346217;0,140354063;0,187459916
PRY;2015;0,186571383;0,036280871;0,583170437;0,319344281;0,243430914;0,140229893;0,116380963
PRY;2014;0,199039197;0,055320038;0,553219075;0,319425075;0,229338857;0,139082121;0,118495551
PRY;2013;0,148479377;0,073757711;0,396682245;0,306708597;0,228434713;0,124469967;0,108183315
PRY;2012;0,134834923;0,067287057;0,363780147;0,302469192;0,224666753;0,1076408;0,163010386
PRY;2011;0,138193618;0,083013272;0,407146114;0,282670376;0,237706525;0,124807359;0,206100949
PRY;2010;0,128747496;0,063356215;0,372738442;0,2720628;0,239572657;0,120788205;0,202775974
PRY;2009;0,120182164;0,065638312;0,360954341;0,257619908;0,215741077;0,100135979;0,180153592
PRY;2008;0,10375775;0,076251138;0,398716572;0,232631174;0,223810285;0,103126483;0,127115069
PRY;2007;0,08707825;0,081855321;0,395651624;0,204810397;0,202729605;0,09670777;0,062787432
PRY;2006;0,085033137;0,047336665;0,386847591;0,168729278;0,16334896;0,096522768;0,076552792
PRY;2005;0,087415698;0,105739962;0,416945694;0,119706772;0,10385598;0,082432178;0,022524695
PRY;2004;0,081686573;0,046705091;0,437729363;0,153535983;0,070119322;0,082905192;0,002885172
PRY;2003;0,059788583;0,036501466;0,393419629;0,150909863;0,101914491;0,08992811;0
PRY;2002;0,037737334;0;0,281682668;0,204674355;0,077933333;0,088213171;0,01995668
PRY;2000;0,079339035;0,023468215;0,339916207;0,161917804;0,056443397;0,093495946;0,017555928
PRY;1998;0,127598026;0,018431496;0,394108425;0,216236416;0,16582969;0,102390882;0,030700764
PRY;1996;0,180591802;0,064168364;0,463449905;0,232276139;0,220960154;0,113042436;0,075306109
URY;2021;0,603717375;0,600990737;0,827591879;0,599642748;0,824573349;0,319706113;0,840609255
URY;2020;0,588389202;0,579075635;0,829783293;0,58995457;0,833256147;0,316280256;0,77906864
URY;2019;0,57435172;0,551757946;0,823324404;0,567661548;0,798105589;0,321450988;0,731928328
URY;2018;0,564138692;0,508374435;0,822299968;0,570510754;0,783399951;0,318603274;0,735248198
URY;2017;0,559755357;0,476974482;0,826205292;0,577000282;0,773354549;0,315225329;0,747931652
URY;2016;0,579241505;0,508523339;0,828244361;0,588164824;0,771481346;0,307031613;0,746304434
URY;2015;0,615912953;0,492706322;0,815273086;0,559900368;0,763081749;0,299064088;0,76122499
URY;2014;0,623525302;0,486530107;0,814545166;0,601027225;0,747863673;0,290321011;0,78559127
URY;2013;0,566015915;0,474629781;0,769284084;0,59862972;0,738173613;0,285949311;0,788043998
URY;2012;0,577777831;0,480374895;0,74616989;0,563253613;0,727767918;0,269360886;0,782734207
URY;2011;0,614103497;0,519242298;0,806132807;0,566317142;0,75366371;0,254489802;0,758226055
URY;2010;0,631254386;0,548670531;0,774181121;0,563319538;0,764419386;0,25168122;0,760373692
URY;2009;0,621616945;0,545858725;0,765540835;0,535021586;0,746966537;0,228633197;0,747110883
URY;2008;0,577459589;0,519974894;0,779041628;0,501975922;0,72827234;0,221942104;0,773790273
URY;2007;0,573432667;0,526635127;0,776731457;0,496960111;0,721153556;0,207932949;0,755711772
URY;2006;0,558158167;0,469077326;0,791984923;0,503266354;0,714809938;0,204040383;0,713754263
URY;2005;0,529354551;0,504360596;0,762735702;0,508311397;0,652720946;0,209299039;0,700330787
URY;2004;0,528584238;0,444990742;0,717581022;0,472590987;0,634293306;0,192806701;0,648135607
URY;2003;0,590774782;0,493277763;0,746675073;0,476152034;0,698452854;0,194066891;0,705790538
URY;2002;0,596298364;0,534624882;0,777407783;0,550300608;0,724932637;0,188564074;0,662507238
URY;2000;0,559818661;0,480719994;0,79942196;0,607693282;0,697294011;0,210914372;0,665750521
URY;1998;0,578630358;0,48506044;0,759764168;0,656446543;0,69080435;0,209650013;0,698653482
URY;1996;0,561334878;0,533369596;0,725436806;0,636349042;0,628779585;0,188467711;0,712350824
USA;2021;0,818886821;0,757880693;0,571055795;0,818429458;0,6494699;1;0,683079619
USA;2020;0,801716152;0,750223899;0,568141155;0,757044398;0,639927414;0,972539609;0,688220854
USA;2019;0,829262979;0,806255326;0,603163151;0,786184179;0,661108596;0,943985008;0,727849078
USA;2018;0,845312367;0,832472173;0,668020427;0,870619215;0,699829089;0,934198142;0,758976916
USA;2017;0,88623445;0,826303483;0,63806891;0,872418572;0,704376418;0,917812368;0,772245758
USA;2016;0,877884384;0,802476438;0,667921932;0,831967278;0,748879154;0,910282341;0,769765087
USA;2015;0,872372396;0,799836559;0,734977423;0,758186855;0,748699033;0,909227767;0,777233353
USA;2014;0,886093211;0,80897779;0,715515212;0,768517571;0,732171297;0,898917445;0,780944797
USA;2013;0,868184047;0,826179344;0,730184439;0,763697917;0,745777878;0,893818553;0,762679145
USA;2012;0,890260484;0,827535784;0,727613401;0,774005146;0,770861489;0,885580197;0,789596004
USA;2011;0,881138882;0,825172973;0,717650218;0,822715209;0,756033932;0,879211135;0,750479547
USA;2010;0,893579174;0,83725526;0,680684288;0,819304892;0,758886826;0,872131407;0,751352391
USA;2009;0,881242709;0,821776987;0,682839137;0,805511213;0,743297888;0,842684625;0,757252409
USA;2008;0,892862015;0,853837725;0,715573235;0,846163986;0,763443626;0,833077048;0,79928354
USA;2007;0,887403033;0,865833196;0,665223489;0,834412407;0,748686677;0,830945756;0,782442905
USA;2006;0,881659092;0,84649229;0,693365124;0,879046617;0,745179668;0,820690467;0,773495789
USA;2005;0,861651419;0,830578967;0,560011393;0,868666002;0,827795472;0,812675154;0,826837763
USA;2004;0,827482212;0,896290486;0,518292227;0,854462032;0,842026504;0,797714079;0,903019997
USA;2003;0,869786052;0,833440433;0,594108989;0,857092957;0,846513001;0,776035926;0,873486561
USA;2002;0,858120148;0,858815968;0,643698119;0,852008881;0,849228507;0,754659678;0,920508668
USA;2000;0,87295028;0,891463262;0,836536926;0,895771271;0,834495095;0,72842256;0,845431941
USA;1998;0,87367344;0,883185432;0,787392922;0,869678633;0,845934652;0,685494585;0,830361325
USA;1996;0,852935199;0,828665732;0,800789951;0,864545524;0,850981323;0,649197657;0,836379283
